sentence_id	switched	subject_idx	subject	object_idx	object	verb	sentence
answers-20111107155912AAS93e5_ans-0016	no	1	Liberty	6	island	visited	The Liberty also visited its private island Half Moon Cay , Puerto Rico , and Grand Turk .
answers-20111108092321AAK0Eqp_ans-0029	no	2	government	5	website	has	Each provincial government has a website that lists the process for that Province so depending upon where you were born you can google it .
answers-20111108092321AAK0Eqp_ans-0027	no	13	baby	17	hospital	leave	When a child is born in Canada the birth is registered before the baby can leave the hospital .
answers-20111108100419AAKZvMH_ans-0018	no	12	snake	17	hold	get	And also maybe try holding the rat in feeding prongs so your snake can get a good hold and grip on his prey .
answers-20111108104206AAygiaE_ans-0011	no	9	town	16	cafe	provide	I think it s only fair that nowadays every town should provide at least one halal cafe or restaurant and hopefully one day every British catering establishment will be halal .
answers-20111108104206AAygiaE_ans-0010	no	15	place	19	food	provide	It s not fair if some people have to go without buying food because no place will provide suitable food for them .
answers-20111108101850AAhNuvz_ans-0011	no	18	Roosters	21	rabbits	attack	Yes , but be sure that your chickens are all hens ( I mean not roosters ) , Roosters may attack rabbits or anything they see moving , so be aware of that , hens are friendly with almost all kinds of pets !
answers-20111104175256AAL21Ha_ans-0007	no	46	photographers	48	pictures	took	So , the Bay Area has been fairly mixed ethnically for a long time -- caucasians may have seemed to be a large populous but that 's because most tourists back then were caucasian and many of the hippies were caucasians so that 's who the photographers took pictures of .
answers-20111108102810AAfCh1W_ans-0009	no	8	movies	11	pets	affect	Although , I do n't think that scary movies will affect pets for a long time ; I am sure they 'll forget sometime -- or am I wrong ?
answers-20111108102810AAfCh1W_ans-0006	no	3	animals	5	images	remember	Also , can animals remember images on TV like us , humans ?
answers-20111108102810AAfCh1W_ans-0005	no	19	dogs	23	images	see	As far as I understand , this ad will get dogs excited , but my question is : Can dogs actually see the images featured in the advert like humans ?
answers-20111108102810AAfCh1W_ans-0002	no	1	animals	3	images	see	Do animals see images on a TV screen like humans do ?
answers-20111108102810AAfCh1W_ans-0001	no	1	animals	3	images	see	Do animals see images on a TV screen like humans do ?
answers-20111108092029AAsHTYP_ans-0025	no	0	Hens	3	mothers	make	Hens make excellent mothers as they are bigger , can see better , and are smarter the Silkies .
answers-20111108092029AAsHTYP_ans-0021	no	3	Silkies	6	toes	have	Five Toes : Silkies have five toes .
answers-20111108092029AAsHTYP_ans-0016	no	13	offspring	17	beard	have	Beards / Muffs : If your Silkie has a beard / muff the offspring could have a beard as well , as these genes are incomplete dominate .
answers-20111108092029AAsHTYP_ans-0013	no	0	Sussex	3	Skin	have	Sussex have White Skin which could be recessive or dominate .
answers-20111108092029AAsHTYP_ans-0010	no	0	Sussexs	3	feathers	have	Sussexs have soft feathers .
answers-20111108092029AAsHTYP_ans-0009	no	0	Silkies	3	feathers	have	Silkies have hookless feathers .
answers-20111108073322AA27tkh_ans-0006	no	1	word	10	rebirth	means	The word renaissance ( Rinascimento in Italian ) means “ rebirth ” , and the era is best known for the renewed interest in the culture of classical antiquity after the period that Renaissance humanists labelled the Dark Ages .
answers-20111108105029AARU1Lf_ans-0016	no	4	cat	9	kidney	have	Given the chance your cat may only have one kidney , I would think the worst case scenario would be kidney disease , which untreated can lead to possible renal failure .
answers-20111108105029AARU1Lf_ans-0015	no	2	cat	6	LOT	passing	But your cat is passing a LOT of urine , and this is bad .
answers-20111108105029AARU1Lf_ans-0003	no	5	vet	9	time	had	When she was spayed the vet had a hard time because she only has one uterine horn and he said this could mean she only has on kidney .
answers-20111108084416AAoPgBv_ans-0016	no	7	Parisians	11	Parisians	like	Nobody likes the Parisians , even then Parisians do n't like Parisians .
answers-20111108084416AAoPgBv_ans-0012	no	0	Parisians	2	Americans	dislike	Parisians dislike Americans for their lack of speaking French and proper French manners .
answers-20090605110235AAALlCt_ans-0009	no	1	towns	3	airports	have	Both towns have airports that are served regularly from the larger cities such as Sao Paulo , Rio de Janeiro and Buenos Aires .
answers-20090605110235AAALlCt_ans-0004	no	24	volume	30	mist	sends	The centre of the falls is known locally as ‘ Garganta Del Diablo ’ ( The Devil ’s Throat ) , where the huge volume of water sends a constant mist of spray into the air .
answers-20111108094927AA5NjHj_ans-0011	no	2	horse	8	horse	mean	A taller horse does n't always mean a horse you ca n't handle .
answers-20111108094504AAKrc8F_ans-0017	no	0	Loads	5	hazards	have	Loads of places have geographical hazards , if you are constantly paranoid , you 'll never get anywhere without a sense of adventure .
answers-20111106144630AAadR8l_ans-0017	no	1	one	4	burst	uses	No one uses 3 burst .
answers-20111106144630AAadR8l_ans-0008	no	5	receiver	14	coating	get	He also ordered that the receiver not get a ( I think chrome ) coating that helped keep the gun from jamming .
answers-20111106144630AAadR8l_ans-0007	no	8	ammunition	29	type	use	To save money Robert McNamara ordered that the ammunition for the new M - 16s being sent to SEA in the early 60s use an older ( dirtier ) type of gunpowder meant for use with the M - 14 .
answers-20111107193815AAhaJjy_ans-0009	no	0	SOLAS	5	aspect	covers	SOLAS covers just about every aspect of safety at sea , including minimum safety equipment , practices , and standards , lifeboats , navigation practices , fire protection , and so on .
answers-20111107193815AAhaJjy_ans-0002	no	16	ships	20	lifeboats	carry	After the sinking of the Titanic in 1912 , was there a law made so that ships would carry enough lifeboats to save everybody on a ship if it was sinking ?
answers-20111106215236AAycANO_ans-0003	no	12	cousin	18	shower	Having	I was gon na have a dinner party that night but my cousin is having Having her bridal shower so brunch is it but the only places I know are denny 's and ihop .
answers-20111108065707AAj7DaH_ans-0003	no	1	breyers	3	stables	need	My breyers need stables or barns though ..... and I need directions and materials on how to make them .
answers-20111108071852AAxbh5F_ans-0017	no	23	birds	28	cages	like	the bird must know that when you open the cage door it means that you will put him in the cage , and birds do n't usually like cages .
answers-20111108105919AAHXkZF_ans-0009	no	5	cat	10	life	had	At 18 years , your cat has had a long life .
answers-20111108105919AAHXkZF_ans-0004	no	15	sources	19	lifespans	give	I did an internet search to ascertain how long cats can live , however different sources give wildly different lifespans .
answers-20111108105919AAHXkZF_ans-0002	no	1	cat	4	seizure	had	My cat had a seizure yesterday and was ill .
answers-20111108084355AAvLpRa_ans-0007	no	0	Microsoft	6	console	announced	Microsoft has not announced there new console yet though it is believed to be in the works .
answers-20111108103211AA4XhnU_ans-0007	no	6	ones	14	fins	tear	Add only silk plants as plastic ones may tear up ur betta s delicate fins .
answers-20111108082304AAEbrNs_ans-0004	no	2	Tablet	6	difference	have	Does the Tablet have a major difference in speed compared to the Color ?
answers-20111108105400AASqPIh_ans-0012	no	8	hospitals	12	problems	have	Bumrungrad Hospital does some good work but all hospitals do have their problems from time to time .
answers-20111108105400AASqPIh_ans-0003	no	2	fool	6	decision	base	Only a fool would base a decision using the cheapest surgeon to perform an operation .
answers-20111108103930AA7FPhc_ans-0008	no	12	cage	15	water	collect	When you take a warm shower and build up steam , his cage will collect water , the bedding will absorb much of it , and will not be able to absorb the urine quite as it should .
answers-20111108072912AAccket_ans-0012	no	22	TC	26	ticket	cancel	well if your desired boarding station comes after more than 2 or 3 halts of the actual boarding point , then the TC will cancel you ticket and allot the seat to others .
answers-20111108072912AAccket_ans-0004	no	2	train	4	Asansol	pass	Does your train pass Asansol when starting from Howrah ?
answers-20111108093211AA8bYFE_ans-0001	no	1	Hamster	5	Noise	Making	Dwarf Hamster Making Too Much Noise On Wheel at Night ?
answers-20111108110437AA5JNkr_ans-0004	no	19	ones	24	slots	have	It is not as precise as a pelham bit because it only uses one rein , though the modern ones have two or three slots on which to put the reins .
answers-20111019100027AAdxgXV_ans-0015	no	4	website	7	thing	shows	scroll down and this website shows each thing you can buy (:
answers-20111019100027AAdxgXV_ans-0008	no	2	Fries	6	PIECES	give	Because Large Fries give you FOUR PIECES !
answers-20111108083309AAg9jwT_ans-0012	no	18	sensors	25	pixels	have	There should be a Pixel Mapping function in the menu that will get rid of them , most sensors have a few dead and flipped pixels , some only show up on long exposures .
answers-20111108105559AAkQd38_ans-0008	no	1	people	4	farms	abandoned	The people abandoned their farms and religious sites and the ground they stood on became moorland .
answers-20111108105559AAkQd38_ans-0007	no	50	rain	54	goodness	wash	They can be bleak and eerie , often very exposed , often covered with antiquities like bronze age burial mounds , stone circles and settlements -- until late in the bronze age they were rich farmlands , then a change in the climate caused the skies to cloud over and rain to wash the goodness from the soil .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0206	no	8	Economist	11	correction	printed	17 - On 17 November 2001 , The Economist printed a correction for having said George Bush was properly elected in 2000 .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0193	no	10	Bush	14	job	handling	49 - Percentage of Americans who approved of the way Bush was handling his job as president in May 2004 .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0192	no	10	Bush	14	job	handling	50 - Percentage of Americans who approved of the way Bush was handling his job as president on 15 October 2003 .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0191	no	10	Bush	14	job	handling	54 - Percentage of Americans who approved of the way Bush was handling his job as president on 30 September , 2003 .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0190	no	10	Bush	14	job	handling	67 - Percentage of Americans who approved of the way Bush was handling his job as president on 26 September 2002 .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0189	no	10	Bush	14	job	handling	90 - Percentage of Americans who approved of the way Bush was handling his job as president on 26 September 2001 .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0147	no	18	Bush	20	office	took	49 - Percentage of Americans in April 2004 who found that their taxes had actually gone up since Bush took office .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0142	no	15	Bush	17	office	took	$ 5.6 t - Projected national surplus forecast by the end of the decade when Bush took office in 2001 .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0137	no	0	Pioneers	3	numbers	assigned	Pioneers were assigned numbers , which were included on all cheques , enabling the campaign to keep track of who raised how much . )
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0049	no	5	Bush	7	Saddam	mentioned	83 - Number of times Bush mentioned Saddam , Iraq , or regime ( as in change ) in his three State of the Union addresses .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0048	no	6	Bush	8	terrorism	mentioned	73 - Number of times that Bush mentioned terrorism or terrorists in his three State of the Union addresses .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0023	no	6	EPA	10	life	valued	$ 3.7 m - Amount the EPA valued each human life when conducting analyses of proposed regulations during the Bush administration .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0022	no	6	EPA	11	life	valued	$ 6.1 m - Amount the EPA historically valued each human life when conducting economic analyses of proposed regulations .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0021	no	11	Bush	13	office	took	50 - Percentage decline in civil penalties for environmental crimes since Bush took office .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0020	no	11	Bush	13	office	took	34 - Percentage decline in criminal penalties for environmental crimes since Bush took office .
newsgroup-groups.google.com_alt.animals_0084bdc731bfc8d8_ENG_20040905_212000-0005	no	5	Bush	8	warming	mentioned	0 - Number of times Bush mentioned global warming , clean air , clean water , pollution or environment in his 2004 State of the Union speech .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0133	no	5	logic	9	part	plays	Logic says no , but logic seldom plays any part in modern American politics .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0128	no	1	invasion	7	cover	provided	The invasion of Iraq provided marvelous political cover for the GOP not only during those midterms , but during the 2004 Presidential election .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0122	no	1	manner	9	course	undertake	What manner of maniac would undertake such a dangerous course ?
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0118	no	3	attack	11	Russia	bring	Therefore , any attack upon Iran 's nuclear facilities will bring Russia into the mess .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0117	no	9	Iran	15	capability	developing	Recently , Russian president Vladimir Putin bluntly stated that Iran is not developing its nuclear capability for any reasons beyond peaceful energy creation , and pledged to continue assisting Iran in this endeavor .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0114	no	11	manner	17	path	undertake	The question must be put as directly as possible : what manner of maniac would undertake a path so fraught with peril and potential economic catastrophe ?
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0111	no	2	position	8	resupply	make	Iran 's position over the Gulf would make resupply by ship and air support from carriers a dangerous affair .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0102	no	3	occupation	7	damage	done	Worse , the occupation has done great damage to the strength of the American military , justifying the decrease in confidence .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0100	no	2	victory	10	perception	cemented	The rapid victory during the first Gulf War cemented this perception .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0099	no	12	military	18	foe	overwhelm	American citizens have for decades taken it as a given that our military can overwhelm and overcome any foe on the battlefield .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0095	no	3	China	7	economy	has	In short , China has the American economy by the throat .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0094	no	16	consumers	21	times	experience	"If this coincides with rising interest rates and a setback in the housing market , American consumers will experience the hardest times since the Great Depression . """
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0091	no	15	China	19	currency	revalue	""" The hardest blow on Americans , "" concluded Roberts , "" will fall when China does revalue its currency ."
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0082	no	3	China	7	portion	holds	More significantly , China holds a large portion of the American economy in the palm of its hand .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0081	no	11	China	15	confrontation	force	This threat exists not merely on a military level , though China could force a confrontation in the Pacific by way of Taiwan .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0077	no	0	China	4	construction	seeking	China is seeking the construction of a pipeline from Iran to the Caspian Sea , where it would link with another planned pipeline running from Kazakhstan to China .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0073	no	21	US	23	Iran	attacks	While the ominous possibilities of heightened Iraqi chaos , missiles in the Gulf , and Syrian involvement loom large if the US attacks Iran , all pale in comparison to the involvement of China in any US / Iran engagement .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0056	no	3	US	8	attack	facing	Currently , the US is facing an asymmetrical attack from groups wielding small arms , shoulder - fired grenades and roadside bombs .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0055	no	8	Iran	12	muscle	throwing	Beyond the naval threat is the possibility of Iran throwing its military muscle into the ongoing struggle in Iraq .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0044	no	1	Sunburn	4	Mach	reach	The Sunburn can reach Mach 3 at high altitude .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0040	no	3	Iran	7	ground	holds	In essence , Iran holds the high ground in the Gulf .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0039	no	1	Gulf	6	exit	has	The Gulf itself only has one exit , the Strait of Hormuz , which is also dominated by the mountainous Iranian coastline .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0036	no	7	Iran	10	modernization	funded	"The CSIS report cites numerous areas where Iran has funded modernization including the most troublesome aspect , anti-shipping cruise missiles : ' Iran has obtained new anti-ship missiles and missile patrol craft from China , midget submarines from North Korea , submarines from Russia , and modern mines . ' """
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0024	no	35	nation	39	strength	enjoys	While Iran 's conventional army is not what it was during the heyday of the Iran - Iraq war - their armaments have deteriorated and the veterans of that last war have retired - the nation enjoys substantial military strength nonetheless .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0019	no	2	US	4	Iran	attacks	If the US attacks Iran , it is probable that American forces - already taxed by attacks from Sunni factions - will also face reprisal attacks in Iraq from Shi'ite factions loyal to Iran .
newsgroup-groups.google.com_misc.consumers_a534e32067078b08_ENG_20060116_030800-0015	no	3	Iran	8	portion	owns	In essence , Iran now owns a significant portion of the Iraqi government .
